word,question_type,attempt,event_type,result,comment,question_data
ambiguous,fill_blank,1,verify,PASS,,"{""word"": ""ambiguous"", ""options"": [{""id"": ""A"", ""text"": ""ambiguous""}, {""id"": ""B"", ""text"": ""specific""}, {""id"": ""C"", ""text"": ""vague but certain""}, {""id"": ""D"", ""text"": ""redundant""}], ""sentence"": ""The politician's statement was so ____ that it sparked a heated debate among the public."", ""question_text"": ""Fill in the blank:"", ""question_type"": ""fill_blank"", ""correct_answer"": ""A"", ""sentence_translation"": ""La déclaration du politicien était si ambiguë qu'elle a déclenché un débat houleux parmi le public.""}"
ambiguous,mc_word,1,verify,PASS,,"{""word"": ""ambiguous"", ""options"": [{""id"": ""A"", ""text"": ""ambiguous""}, {""id"": ""B"", ""text"": ""equivocal""}, {""id"": ""C"", ""text"": ""explicit""}, {""id"": ""D"", ""text"": ""unambiguous""}], ""question_text"": ""Which word matches this definition: 'open to more than one interpretation; having a double meaning'?"", ""question_type"": ""mc_word"", ""correct_answer"": ""A""}"
amateur,mc_definition,1,verify,PASS,,"{""word"": ""amateur"", ""options"": [{""id"": ""A"", ""text"": ""A person who does something for pleasure, not professionally.""}, {""id"": ""B"", ""text"": ""A person who is paid to do something they enjoy.""}, {""id"": ""C"", ""text"": ""An expert or professional in a particular field.""}, {""id"": ""D"", ""text"": ""Someone who does something only for money.""}], ""question_text"": ""What does 'amateur' mean?"", ""question_type"": ""mc_definition"", ""correct_answer"": ""A""}"
amateur,mc_word,1,verify,PASS,,"{""word"": ""amateur"", ""options"": [{""id"": ""A"", ""text"": ""amateur""}, {""id"": ""B"", ""text"": ""hobbyist""}, {""id"": ""C"", ""text"": ""specialist""}, {""id"": ""D"", ""text"": ""connoisseur""}], ""question_text"": ""Which word matches this definition: 'A person who engages in an activity for pleasure rather than professionally.'?"", ""question_type"": ""mc_word"", ""correct_answer"": ""A""}"
allow,fill_blank,1,verify,PASS,,"{""word"": ""allow"", ""options"": [{""id"": ""A"", ""text"": ""allow""}, {""id"": ""B"", ""text"": ""refuse""}, {""id"": ""C"", ""text"": ""deny""}, {""id"": ""D"", ""text"": ""reject""}], ""sentence"": ""The new policy will _____ employees to work from home one day a week."", ""question_text"": ""Fill in the blank:"", ""question_type"": ""fill_blank"", ""correct_answer"": ""A"", ""sentence_translation"": ""La nouvelle politique permettra aux employés de travailler à domicile un jour par semaine.""}"
alternative,fill_blank,1,verify,PASS,,"{""word"": ""alternative"", ""options"": [{""id"": ""A"", ""text"": ""alternative""}, {""id"": ""B"", ""text"": ""supplementary""}, {""id"": ""C"", ""text"": ""complementary""}, {""id"": ""D"", ""text"": ""primary""}], ""sentence"": ""The company had to find an _____ to their current supplier due to the rising costs."", ""question_text"": ""Fill in the blank:"", ""question_type"": ""fill_blank"", ""correct_answer"": ""A"", ""sentence_translation"": ""L'entreprise devait trouver une solution de remplacement à son fournisseur actuel en raison de l'augmentation des coûts.""}"
allocate,mc_word,1,verify,PASS,,"{""word"": ""allocate"", ""options"": [{""id"": ""A"", ""text"": ""allocate""}, {""id"": ""B"", ""text"": ""abolish""}, {""id"": ""C"", ""text"": ""assign""}, {""id"": ""D"", ""text"": ""amend""}], ""question_text"": ""Which word matches this definition: 'to distribute or apportion something, especially resources or tasks, to different people or purposes'?"", ""question_type"": ""mc_word"", ""correct_answer"": ""A""}"
allocate,mc_definition,1,verify,PASS,,"{""word"": ""allocate"", ""options"": [{""id"": ""A"", ""text"": ""to distribute or apportion resources or tasks to different people or purposes""}, {""id"": ""B"", ""text"": ""to gather or collect resources or tasks from different people or purposes""}, {""id"": ""C"", ""text"": ""to calculate or estimate the cost of resources or tasks""}, {""id"": ""D"", ""text"": ""to prioritize or schedule tasks without assigning them""}], ""question_text"": ""What does 'allocate' mean?"", ""question_type"": ""mc_definition"", ""correct_answer"": ""A""}"
aid,fill_blank,1,verify,PASS,,"{""word"": ""aid"", ""options"": [{""id"": ""A"", ""text"": ""aid""}, {""id"": ""B"", ""text"": ""damage""}, {""id"": ""C"", ""text"": ""relief""}, {""id"": ""D"", ""text"": ""punishment""}], ""sentence"": ""The charity provided food and _____ to the victims of the natural disaster."", ""question_text"": ""Fill in the blank:"", ""question_type"": ""fill_blank"", ""correct_answer"": ""A"", ""sentence_translation"": ""L'organisme de bienfaisance a fourni de la nourriture et une aide aux victimes de la catastrophe naturelle.""}"
agriculture,fill_blank,1,verify,PASS,,"{""word"": ""agriculture"", ""options"": [{""id"": ""A"", ""text"": ""agriculture""}, {""id"": ""B"", ""text"": ""ecology""}, {""id"": ""C"", ""text"": ""urbanization""}, {""id"": ""D"", ""text"": ""architecture""}], ""sentence"": ""The government provides subsidies to farmers to support sustainable _____."", ""question_text"": ""Fill in the blank:"", ""question_type"": ""fill_blank"", ""correct_answer"": ""A"", ""sentence_translation"": ""Le gouvernement fournit des subventions aux agriculteurs pour soutenir l'_____ durable.""}"
alternative,mc_word,1,verify,PASS,,"{""word"": ""alternative"", ""options"": [{""id"": ""A"", ""text"": ""alternative""}, {""id"": ""B"", ""text"": ""optional""}, {""id"": ""C"", ""text"": ""conventional""}, {""id"": ""D"", ""text"": ""substitute""}], ""question_text"": ""Which word matches this definition: 'A choice or option that is different from the usual or expected one'?"", ""question_type"": ""mc_word"", ""correct_answer"": ""A""}"
allow,mc_definition,1,verify,PASS,,"{""word"": ""allow"", ""options"": [{""id"": ""A"", ""text"": ""to give permission or let someone do something""}, {""id"": ""B"", ""text"": ""to completely prevent or stop something""}, {""id"": ""C"", ""text"": ""to carefully watch or observe something""}, {""id"": ""D"", ""text"": ""to strongly advise or recommend something""}], ""question_text"": ""What does 'allow' mean?"", ""question_type"": ""mc_definition"", ""correct_answer"": ""A""}"
allocate,fill_blank,1,verify,PASS,,"{""word"": ""allocate"", ""options"": [{""id"": ""A"", ""text"": ""allocate""}, {""id"": ""B"", ""text"": ""concentrate""}, {""id"": ""C"", ""text"": ""terminate""}, {""id"": ""D"", ""text"": ""reconsider""}], ""sentence"": ""The manager will _____, tasks to team members based on their strengths and weaknesses."", ""question_text"": ""Fill in the blank:"", ""question_type"": ""fill_blank"", ""correct_answer"": ""A"", ""sentence_translation"": ""Le gestionnaire va allouer les tâches aux membres de l'équipe en fonction de leurs forces et faiblesses.""}"
aid,mc_word,1,verify,PASS,,"{""word"": ""aid"", ""options"": [{""id"": ""A"", ""text"": ""aid""}, {""id"": ""B"", ""text"": ""avert""}, {""id"": ""C"", ""text"": ""assist""}, {""id"": ""D"", ""text"": ""hinder""}], ""question_text"": ""Which word matches this definition: 'Help or assistance given to someone'?"", ""question_type"": ""mc_word"", ""correct_answer"": ""A""}"
agriculture,mc_word,1,verify,PASS,,"{""word"": ""agriculture"", ""options"": [{""id"": ""A"", ""text"": ""agriculture""}, {""id"": ""B"", ""text"": ""horticulture""}, {""id"": ""C"", ""text"": ""ecology""}, {""id"": ""D"", ""text"": ""sylviculture""}], ""question_text"": ""Which word matches this definition: 'The practice of cultivating the land and breeding plants and animals to provide food, fiber, medicinal plants, and other products to sustain and enhance human life.'?"", ""question_type"": ""mc_word"", ""correct_answer"": ""A""}"
afford,fill_blank,1,verify,PASS,,"{""word"": ""afford"", ""options"": [{""id"": ""A"", ""text"": ""afford""}, {""id"": ""B"", ""text"": ""allow""}, {""id"": ""C"", ""text"": ""provide""}, {""id"": ""D"", ""text"": ""lend""}], ""sentence"": ""The family can _____ to go on a vacation to Europe every summer."", ""question_text"": ""Fill in the blank:"", ""question_type"": ""fill_blank"", ""correct_answer"": ""A"", ""sentence_translation"": ""La famille peut se permettre d'aller en vacances en Europe chaque été.""}"
aid,mc_definition,1,verify,PASS,,"{""word"": ""aid"", ""options"": [{""id"": ""A"", ""text"": ""Help or assistance given to someone""}, {""id"": ""B"", ""text"": ""A type of medical treatment""}, {""id"": ""C"", ""text"": ""Financial support for a project""}, {""id"": ""D"", ""text"": ""A barrier or obstacle""}], ""question_text"": ""What does 'aid' mean?"", ""question_type"": ""mc_definition"", ""correct_answer"": ""A""}"
agriculture,mc_definition,1,verify,PASS,,"{""word"": ""agriculture"", ""options"": [{""id"": ""A"", ""text"": ""The practice of cultivating the land and breeding plants and animals to provide food, fiber, and other products to sustain human life.""}, {""id"": ""B"", ""text"": ""The process of extracting natural resources, such as minerals and fossil fuels, from the earth.""}, {""id"": ""C"", ""text"": ""The art and science of raising livestock and poultry for meat, dairy, and other animal products.""}, {""id"": ""D"", ""text"": ""The study of the environment and the conservation of natural resources, including ecosystems and biodiversity.""}], ""question_text"": ""What does 'agriculture' mean?"", ""question_type"": ""mc_definition"", ""correct_answer"": ""A""}"
afford,mc_definition,1,verify,PASS,,"{""word"": ""afford"", ""options"": [{""id"": ""A"", ""text"": ""to have enough money to buy or pay for something""}, {""id"": ""B"", ""text"": ""to earn a high income""}, {""id"": ""C"", ""text"": ""to save for the future""}, {""id"": ""D"", ""text"": ""to spend extravagantly""}], ""question_text"": ""What does 'afford' mean?"", ""question_type"": ""mc_definition"", ""correct_answer"": ""A""}"
affordable,fill_blank,1,verify,PASS,,"{""word"": ""affordable"", ""options"": [{""id"": ""A"", ""text"": ""affordable""}, {""id"": ""B"", ""text"": ""exorbitant""}, {""id"": ""C"", ""text"": ""luxurious""}, {""id"": ""D"", ""text"": ""sporadic""}], ""sentence"": ""The new housing complex offers _____ prices for low-income families."", ""question_text"": ""Fill in the blank:"", ""question_type"": ""fill_blank"", ""correct_answer"": ""A"", ""sentence_translation"": ""Le nouveau complexe de logements offre des prix _____ pour les familles à faible revenu.""}"
affluent,mc_definition,1,verify,PASS,,"{""word"": ""affluent"", ""options"": [{""id"": ""A"", ""text"": ""Having a large amount of money or possessions""}, {""id"": ""B"", ""text"": ""Having a strong influence or power""}, {""id"": ""C"", ""text"": ""Having a high level of education or intelligence""}, {""id"": ""D"", ""text"": ""Having a lot of free time or leisure activities""}], ""question_text"": ""What does 'affluent' mean?"", ""question_type"": ""mc_definition"", ""correct_answer"": ""A""}"
affordable,mc_definition,1,verify,PASS,,"{""word"": ""affordable"", ""options"": [{""id"": ""A"", ""text"": ""Having a reasonable or low price, making it possible for people to buy or use something""}, {""id"": ""B"", ""text"": ""Being of very high quality, making it desirable for people to buy or use something""}, {""id"": ""C"", ""text"": ""Available for a limited time, making it urgent for people to buy or use something""}, {""id"": ""D"", ""text"": ""Having a high price, but with additional features that make it valuable for people to buy or use something""}], ""question_text"": ""What does 'affordable' mean?"", ""question_type"": ""mc_definition"", ""correct_answer"": ""A""}"
affluent,mc_word,1,verify,PASS,,"{""word"": ""affluent"", ""options"": [{""id"": ""A"", ""text"": ""affluent""}, {""id"": ""B"", ""text"": ""austere""}, {""id"": ""C"", ""text"": ""prosperous""}, {""id"": ""D"", ""text"": ""frugal""}], ""question_text"": ""Which word matches this definition: 'Having a large amount of money or possessions'?"", ""question_type"": ""mc_word"", ""correct_answer"": ""A""}"
affirm,fill_blank,1,verify,PASS,,"{""word"": ""affirm"", ""options"": [{""id"": ""A"", ""text"": ""affirm""}, {""id"": ""B"", ""text"": ""deny""}, {""id"": ""C"", ""text"": ""refute""}, {""id"": ""D"", ""text"": ""revise""}], ""sentence"": ""The witness was asked to _____ her statement under oath."", ""question_text"": ""Fill in the blank:"", ""question_type"": ""fill_blank"", ""correct_answer"": ""A"", ""sentence_translation"": ""La témoin a été demandé de confirmer sa déclaration sous serment.""}"
affection,fill_blank,1,verify,PASS,,"{""word"": ""affection"", ""options"": [{""id"": ""A"", ""text"": ""affection""}, {""id"": ""B"", ""text"": ""anger""}, {""id"": ""C"", ""text"": ""excitement""}, {""id"": ""D"", ""text"": ""relief""}], ""sentence"": ""She showed her _____ for her children by spending quality time with them."", ""question_text"": ""Fill in the blank:"", ""question_type"": ""fill_blank"", ""correct_answer"": ""A"", ""sentence_translation"": ""Elle montrait son affection pour ses enfants en passant du temps de qualité avec eux.""}"
affect,fill_blank,1,verify,PASS,,"{""word"": ""affect"", ""options"": [{""id"": ""A"", ""text"": ""affect""}, {""id"": ""B"", ""text"": ""effect""}, {""id"": ""C"", ""text"": ""influence on""}, {""id"": ""D"", ""text"": ""impact to""}], ""sentence"": ""The cold weather will _____ the crops."", ""question_text"": ""Fill in the blank:"", ""question_type"": ""fill_blank"", ""correct_answer"": ""A"", ""sentence_translation"": ""Le temps froid _____ les récoltes.""}"
aesthetic,mc_definition,1,verify,PASS,,"{""word"": ""aesthetic"", ""options"": [{""id"": ""A"", ""text"": ""relating to beauty or taste, or a set of principles guiding an artist's work""}, {""id"": ""B"", ""text"": ""the study of art history and cultural context""}, {""id"": ""C"", ""text"": ""a focus on functionality and practicality""}, {""id"": ""D"", ""text"": ""the emotional response to a work of art""}], ""question_text"": ""What does 'aesthetic' mean?"", ""question_type"": ""mc_definition"", ""correct_answer"": ""A""}"
advocate,fill_blank,1,verify,PASS,,"{""word"": ""advocate"", ""options"": [{""id"": ""A"", ""text"": ""advocate""}, {""id"": ""B"", ""text"": ""opponent""}, {""id"": ""C"", ""text"": ""judge""}, {""id"": ""D"", ""text"": ""witness""}], ""sentence"": ""As a lawyer, she has been a strong ______ for her clients' rights in court."", ""question_text"": ""Fill in the blank:"", ""question_type"": ""fill_blank"", ""correct_answer"": ""A"", ""sentence_translation"": ""En tant qu'avocate, elle a été une fervente défenseure des droits de ses clients devant le tribunal.""}"
adverse,mc_definition,1,verify,PASS,,"{""word"": ""adverse"", ""options"": [{""id"": ""A"", ""text"": ""Unfavorable or contrary to one's interests or well-being.""}, {""id"": ""B"", ""text"": ""Favorable or supportive of one's goals.""}, {""id"": ""C"", ""text"": ""Neutral or unbiased in its effects.""}, {""id"": ""D"", ""text"": ""Severe or extreme in its consequences.""}], ""question_text"": ""What does 'adverse' mean?"", ""question_type"": ""mc_definition"", ""correct_answer"": ""A""}"
advantage,fill_blank,1,verify,PASS,,"{""word"": ""advantage"", ""options"": [{""id"": ""A"", ""text"": ""advantage""}, {""id"": ""B"", ""text"": ""obstacle""}, {""id"": ""C"", ""text"": ""expense""}, {""id"": ""D"", ""text"": ""disability""}], ""sentence"": ""Having a good education can give you an _____ in the job market."", ""question_text"": ""Fill in the blank:"", ""question_type"": ""fill_blank"", ""correct_answer"": ""A"", ""sentence_translation"": ""Avoir une bonne éducation peut vous donner un avantage sur le marché du travail.""}"
advance,mc_word,1,verify,PASS,,"{""word"": ""advance"", ""options"": [{""id"": ""A"", ""text"": ""advance""}, {""id"": ""B"", ""text"": ""retreat""}, {""id"": ""C"", ""text"": ""progress""}, {""id"": ""D"", ""text"": ""delay""}], ""question_text"": ""Which word matches this definition: 'to move forward or ahead'?"", ""question_type"": ""mc_word"", ""correct_answer"": ""A""}"
adopt,mc_word,1,verify,FAIL,[major] The marked correct answer is not the best fit for the definition provided.; The options include 'assume' which is also a plausible answer.,"{""word"": ""adopt"", ""options"": [{""id"": ""A"", ""text"": ""adopt""}, {""id"": ""B"", ""text"": ""adapt""}, {""id"": ""C"", ""text"": ""adorn""}, {""id"": ""D"", ""text"": ""assume""}], ""question_text"": ""Which word matches this definition: 'to take on or assume a certain role, responsibility, or attitude'?"", ""question_type"": ""mc_word"", ""correct_answer"": ""A""}"
adopt,mc_word,1,regenerate,SUCCESS,Question regenerated (issues history: 1),"{""question_text"": ""Which word matches this definition: 'to take on or accept a new idea, method, or responsibility'?"", ""options"": [{""id"": ""A"", ""text"": ""adopt""}, {""id"": ""B"", ""text"": ""reject""}, {""id"": ""C"", ""text"": ""modify""}, {""id"": ""D"", ""text"": ""ignore""}], ""correct_answer"": ""A"", ""question_type"": ""mc_word"", ""word"": ""adopt""}"
adopt,mc_word,2,verify,PASS,,"{""question_text"": ""Which word matches this definition: 'to take on or accept a new idea, method, or responsibility'?"", ""options"": [{""id"": ""A"", ""text"": ""adopt""}, {""id"": ""B"", ""text"": ""reject""}, {""id"": ""C"", ""text"": ""modify""}, {""id"": ""D"", ""text"": ""ignore""}], ""correct_answer"": ""A"", ""question_type"": ""mc_word"", ""word"": ""adopt""}"
admit,mc_word,1,verify,PASS,,"{""word"": ""admit"", ""options"": [{""id"": ""A"", ""text"": ""admit""}, {""id"": ""B"", ""text"": ""deny""}, {""id"": ""C"", ""text"": ""confess""}, {""id"": ""D"", ""text"": ""refuse""}], ""question_text"": ""Which word matches this definition: 'to accept or acknowledge something, especially a fact or a mistake'?"", ""question_type"": ""mc_word"", ""correct_answer"": ""A""}"
administer,mc_definition,1,verify,PASS,,"{""word"": ""administer"", ""options"": [{""id"": ""A"", ""text"": ""to manage or direct the affairs of, or to give or apply something, especially a medicine or treatment""}, {""id"": ""B"", ""text"": ""to create or develop a plan or policy""}, {""id"": ""C"", ""text"": ""to investigate or research a topic""}, {""id"": ""D"", ""text"": ""to criticize or evaluate something""}], ""question_text"": ""What does 'administer' mean?"", ""question_type"": ""mc_definition"", ""correct_answer"": ""A""}"
adjust,mc_definition,1,verify,PASS,,"{""word"": ""adjust"", ""options"": [{""id"": ""A"", ""text"": ""to change something slightly to make it more suitable or effective""}, {""id"": ""B"", ""text"": ""to completely replace something with something new""}, {""id"": ""C"", ""text"": ""to examine or inspect something carefully""}, {""id"": ""D"", ""text"": ""to move something to a different location""}], ""question_text"": ""What does 'adjust' mean?"", ""question_type"": ""mc_definition"", ""correct_answer"": ""A""}"
adjacent,mc_definition,1,verify,PASS,,"{""word"": ""adjacent"", ""options"": [{""id"": ""A"", ""text"": ""Located near or next to something""}, {""id"": ""B"", ""text"": ""Far away from something""}, {""id"": ""C"", ""text"": ""Directly across from something""}, {""id"": ""D"", ""text"": ""Completely surrounded by something""}], ""question_text"": ""What does 'adjacent' mean?"", ""question_type"": ""mc_definition"", ""correct_answer"": ""A""}"
adequate,fill_blank,1,verify,PASS,,"{""word"": ""adequate"", ""options"": [{""id"": ""A"", ""text"": ""adequate""}, {""id"": ""B"", ""text"": ""exquisite""}, {""id"": ""C"", ""text"": ""insufficient""}, {""id"": ""D"", ""text"": ""extravagant""}], ""sentence"": ""The hotel room was _____ for our needs, with a comfortable bed and clean amenities."", ""question_text"": ""Fill in the blank:"", ""question_type"": ""fill_blank"", ""correct_answer"": ""A"", ""sentence_translation"": ""La chambre d'hôtel était suffisante pour nos besoins, avec un lit confortable et des équipements propres.""}"
acquire,fill_blank,1,verify,PASS,,"{""word"": ""acquire"", ""options"": [{""id"": ""A"", ""text"": ""acquire""}, {""id"": ""B"", ""text"": ""release""}, {""id"": ""C"", ""text"": ""donate""}, {""id"": ""D"", ""text"": ""disperse""}], ""sentence"": ""The company plans to _____ several new assets this year to expand its operations."", ""question_text"": ""Fill in the blank:"", ""question_type"": ""fill_blank"", ""correct_answer"": ""A"", ""sentence_translation"": ""L'entreprise prévoit d'acquérir plusieurs nouveaux actifs cette année pour développer ses opérations.""}"
accumulate,mc_word,1,verify,PASS,,"{""word"": ""accumulate"", ""options"": [{""id"": ""A"", ""text"": ""accumulate""}, {""id"": ""B"", ""text"": ""disperse""}, {""id"": ""C"", ""text"": ""amass""}, {""id"": ""D"", ""text"": ""dissipate""}], ""question_text"": ""Which word matches this definition: 'to gather or collect something, especially money or knowledge, over a period of time'?"", ""question_type"": ""mc_word"", ""correct_answer"": ""A""}"
accompany,mc_word,1,verify,PASS,,"{""word"": ""accompany"", ""options"": [{""id"": ""A"", ""text"": ""accompany""}, {""id"": ""B"", ""text"": ""precede""}, {""id"": ""C"", ""text"": ""escort""}, {""id"": ""D"", ""text"": ""follow""}], ""question_text"": ""Which word matches this definition: 'to go or be with someone as a companion or escort'?"", ""question_type"": ""mc_word"", ""correct_answer"": ""A""}"
absorb,mc_definition,1,verify,PASS,,"{""word"": ""absorb"", ""options"": [{""id"": ""A"", ""text"": ""to take in or soak up a substance""}, {""id"": ""B"", ""text"": ""to reflect or bounce back light""}, {""id"": ""C"", ""text"": ""to hold or keep something away""}, {""id"": ""D"", ""text"": ""to throw or push something outward""}], ""question_text"": ""What does 'absorb' mean?"", ""question_type"": ""mc_definition"", ""correct_answer"": ""A""}"
abridge,fill_blank,1,verify,PASS,,"{""word"": ""abridge"", ""options"": [{""id"": ""A"", ""text"": ""abridge""}, {""id"": ""B"", ""text"": ""expand""}, {""id"": ""C"", ""text"": ""illustrate""}, {""id"": ""D"", ""text"": ""delay""}], ""sentence"": ""The publisher decided to _____ the novel to make it more accessible to a wider audience."", ""question_text"": ""Fill in the blank:"", ""question_type"": ""fill_blank"", ""correct_answer"": ""A"", ""sentence_translation"": ""L'éditeur a décidé de résumer le roman pour le rendre plus accessible à un public plus large.""}"
abrasive,mc_definition,1,verify,PASS,,"{""word"": ""abrasive"", ""options"": [{""id"": ""A"", ""text"": ""Having a rough or harsh quality, often causing friction or irritation.""}, {""id"": ""B"", ""text"": ""Being extremely delicate or fragile.""}, {""id"": ""C"", ""text"": ""A type of smooth, polished surface.""}, {""id"": ""D"", ""text"": ""A substance used for creating a slippery surface.""}], ""question_text"": ""What does 'abrasive' mean?"", ""question_type"": ""mc_definition"", ""correct_answer"": ""A""}"
abide,fill_blank,1,verify,PASS,,"{""word"": ""abide"", ""options"": [{""id"": ""A"", ""text"": ""abide""}, {""id"": ""B"", ""text"": ""accelerate""}, {""id"": ""C"", ""text"": ""commute""}, {""id"": ""D"", ""text"": ""terminate""}], ""sentence"": ""The family decided to ______ in their summer home for three months."", ""question_text"": ""Fill in the blank:"", ""question_type"": ""fill_blank"", ""correct_answer"": ""A"", ""sentence_translation"": ""La famille a décidé de demeurer dans leur résidence d'été pendant trois mois.""}"
adapt,mc_word,1,verify,PASS,,"{""word"": ""adapt"", ""options"": [{""id"": ""A"", ""text"": ""adapt""}, {""id"": ""B"", ""text"": ""adopt""}, {""id"": ""C"", ""text"": ""modify""}, {""id"": ""D"", ""text"": ""repair""}], ""question_text"": ""Which word matches this definition: 'to change something to make it suitable for a new use or situation'?"", ""question_type"": ""mc_word"", ""correct_answer"": ""A""}"
accommodate,mc_definition,1,verify,PASS,,"{""word"": ""accommodate"", ""options"": [{""id"": ""A"", ""text"": ""to provide someone with a place to stay or live, or to make something convenient or suitable for someone""}, {""id"": ""B"", ""text"": ""to travel to a new location""}, {""id"": ""C"", ""text"": ""to decorate a place""}, {""id"": ""D"", ""text"": ""to refuse someone's request""}], ""question_text"": ""What does 'accommodate' mean?"", ""question_type"": ""mc_definition"", ""correct_answer"": ""A""}"
acknowledge,fill_blank,1,verify,PASS,,"{""word"": ""acknowledge"", ""options"": [{""id"": ""A"", ""text"": ""acknowledge""}, {""id"": ""B"", ""text"": ""dismiss""}, {""id"": ""C"", ""text"": ""accelerate""}, {""id"": ""D"", ""text"": ""suspend""}], ""sentence"": ""The company will ______ the receipt of your application and review it carefully."", ""question_text"": ""Fill in the blank:"", ""question_type"": ""fill_blank"", ""correct_answer"": ""A"", ""sentence_translation"": ""L'entreprise ______ la réception de votre candidature et l'examinera attentivement.""}"
accessible,mc_definition,1,verify,PASS,,"{""word"": ""accessible"", ""options"": [{""id"": ""A"", ""text"": ""Easy to approach, reach, or use; affordable or obtainable""}, {""id"": ""B"", ""text"": ""Difficult to reach or understand""}, {""id"": ""C"", ""text"": ""Expensive or hard to obtain""}, {""id"": ""D"", ""text"": ""Complicated or technical""}], ""question_text"": ""What does 'accessible' mean?"", ""question_type"": ""mc_definition"", ""correct_answer"": ""A""}"
accurate,fill_blank,1,verify,PASS,,"{""word"": ""accurate"", ""options"": [{""id"": ""A"", ""text"": ""accurate""}, {""id"": ""B"", ""text"": ""approximate""}, {""id"": ""C"", ""text"": ""exaggerated""}, {""id"": ""D"", ""text"": ""spontaneous""}], ""sentence"": ""The accountant's calculations were _____ and reliable."", ""question_text"": ""Fill in the blank:"", ""question_type"": ""fill_blank"", ""correct_answer"": ""A"", ""sentence_translation"": ""Les calculs de l'accountant étaient précis et fiables.""}"
accept,mc_word,1,verify,PASS,,"{""word"": ""accept"", ""options"": [{""id"": ""A"", ""text"": ""accept""}, {""id"": ""B"", ""text"": ""refuse""}, {""id"": ""C"", ""text"": ""admit""}, {""id"": ""D"", ""text"": ""reject""}], ""question_text"": ""Which word matches this definition: 'to receive something willingly or to agree with something'?"", ""question_type"": ""mc_word"", ""correct_answer"": ""A""}"
abdicate,mc_word,1,verify,PASS,,"{""word"": ""abdicate"", ""options"": [{""id"": ""A"", ""text"": ""abdicate""}, {""id"": ""B"", ""text"": ""abstain""}, {""id"": ""C"", ""text"": ""resign""}, {""id"": ""D"", ""text"": ""succumb""}], ""question_text"": ""Which word matches this definition: 'to give up or renounce a position, especially a throne, crown, or high office'?"", ""question_type"": ""mc_word"", ""correct_answer"": ""A""}"
abbreviate,mc_definition,1,verify,PASS,,"{""word"": ""abbreviate"", ""options"": [{""id"": ""A"", ""text"": ""to shorten or reduce something, especially a word or phrase, by leaving out some of its letters or syllables""}, {""id"": ""B"", ""text"": ""to expand or lengthen something, especially a word or phrase, by adding more letters or syllables""}, {""id"": ""C"", ""text"": ""to change the meaning of a word or phrase""}, {""id"": ""D"", ""text"": ""to translate a word or phrase into another language""}], ""question_text"": ""What does 'abbreviate' mean?"", ""question_type"": ""mc_definition"", ""correct_answer"": ""A""}"
accelerate,mc_definition,1,verify,PASS,,"{""word"": ""accelerate"", ""options"": [{""id"": ""A"", ""text"": ""to increase the rate or speed of something""}, {""id"": ""B"", ""text"": ""to slow down or reduce the speed of something""}, {""id"": ""C"", ""text"": ""to maintain a steady pace or rhythm""}, {""id"": ""D"", ""text"": ""to change direction or move in a new path""}], ""question_text"": ""What does 'accelerate' mean?"", ""question_type"": ""mc_definition"", ""correct_answer"": ""A""}"
academic,mc_definition,1,verify,PASS,,"{""word"": ""academic"", ""options"": [{""id"": ""A"", ""text"": ""relating to education or research, especially at a university""}, {""id"": ""B"", ""text"": ""practical and focused on real-world applications""}, {""id"": ""C"", ""text"": ""a person who is an expert in a particular field of study""}, {""id"": ""D"", ""text"": ""related to artistic or creative pursuits""}], ""question_text"": ""What does 'academic' mean?"", ""question_type"": ""mc_definition"", ""correct_answer"": ""A""}"
abundant,mc_definition,1,verify,PASS,,"{""word"": ""abundant"", ""options"": [{""id"": ""A"", ""text"": ""existing in large quantities; plentiful""}, {""id"": ""B"", ""text"": ""barely sufficient; minimal""}, {""id"": ""C"", ""text"": ""varied and diverse""}, {""id"": ""D"", ""text"": ""scarce and expensive""}], ""question_text"": ""What does 'abundant' mean?"", ""question_type"": ""mc_definition"", ""correct_answer"": ""A""}"
abstract,mc_definition,1,verify,FAIL,"[major] The marked correct answer is correct, but the definition is overly broad and could lead to confusion.; Option A includes two definitions which may cause ambiguity.; Option B is plausible but not clearly incorrect as it could relate to abstract concepts in some contexts.; The question is somewhat ambiguous due to the dual definition in the correct answer.","{""word"": ""abstract"", ""options"": [{""id"": ""A"", ""text"": ""existing in thought or idea rather than in physical reality, or a brief summary""}, {""id"": ""B"", ""text"": ""clearly detailed and specific, often related to physical evidence""}, {""id"": ""C"", ""text"": ""a highly detailed and lengthy description""}, {""id"": ""D"", ""text"": ""a tangible object or a specific example""}], ""question_text"": ""What does 'abstract' mean?"", ""question_type"": ""mc_definition"", ""correct_answer"": ""A""}"
abstract,mc_definition,1,regenerate,SUCCESS,Question regenerated (issues history: 1),"{""question_text"": ""What does 'abstract' mean?"", ""options"": [{""id"": ""A"", ""text"": ""existing in thought or idea rather than in physical reality""}, {""id"": ""B"", ""text"": ""a detailed and specific description of a tangible object""}, {""id"": ""C"", ""text"": ""a summary that includes all details and examples""}, {""id"": ""D"", ""text"": ""a physical representation of an idea or concept""}], ""correct_answer"": ""A"", ""question_type"": ""mc_definition"", ""word"": ""abstract""}"
